label,sample_id,location,sample_collect_date,RNA_ext_rep,pcr_gene_target,task,concentration,CI,positive_partitions,negative_partitions,threshold,sample_collect_time,date_extracted,extraction_run_per_day,test_result_date,plate_ID,volume_wastewater_ml,volume_elution_ul,volume_dPCR_reaction_ul,volume_dPCR_RNA_ul,dilution_factor_dPCR,sample_type,GT_kit,reporting_jurisdiction,county_names,other_jurisdiction,zipcode,population_served,sample_location,sample_location_specify,institution_type,wwtp_name,wwtp_jurisdiction,capacity_mgd,sample_matrix,composite_freq,concentration_method,extraction_method,rec_eff_target_name,rec_eff_spike_matrix,pcr_target,pcr_type,quant_stan_type,stan_ref,inhibition_method,num_no_target_control,lab_id,pcr_target_units,inhibition_detect,inhibition_adjust,flow_rate,concentration_per_liter,copies_per_day,QL_extContr,QL_dPCR,false_positive,ntc_amplify,recovery.rate,extraction_outlier,concentration_per_liter_corrected
Rural_Town_5_2021-10-26_1,Rural_Town_5_2021-10-26,Rural_Town_5,2021-10-26,1,N2,Sample,1.6,0.37,29,21854,56.1,10:00:00.0,2021-10-29T00:00:00Z,3,2021-11-02,110221imci1027_1029,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83537,369,upstream,manhole 500ft upstream wwtp,not institution specific,Rural_Town_5 Wastewater Treatment,ID,0.08,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.025963200000000002,12800.0,1258002033.13152,0.0,0,no,no,9.98797153024911,no,128154.14983146988
Rural_Town_5_2021-10-26_2,Rural_Town_5_2021-10-26,Rural_Town_5,2021-10-26,2,N2,Sample,0.503,0.64900000000000002,10,25412,35.96,10:00:00.0,2021-11-01T00:00:00Z,1,2021-11-02,110221imci1027_1029,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83537,369,upstream,manhole 500ft upstream wwtp,not institution specific,Rural_Town_5 Wastewater Treatment,ID,0.08,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.025963200000000002,4024.0,395484389.1657216,0.0,0,no,no,11.365622775800713,no,35405.01105287218
Small_City_2021-10-28_1,Small_City_2021-10-28,Small_City,2021-10-28,1,N2,Sample,0.726,0.54200000000000004,14,24747,38.51,10:00:00.0,2021-11-01T00:00:00Z,1,2021-11-02,110221imci1027_1029,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.48,5808.0,32538795886.079998,0.0,0,no,no,27.897437722419934,no,20819.116285121654
Small_City_2021-10-28_2,Small_City_2021-10-28,Small_City,2021-10-28,2,N2,Sample,0.606,0.58799999999999997,12,25419,41.05,10:00:00.0,2021-11-01T00:00:00Z,1,2021-11-02,110221imci1027_1029,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.48,4848.0,27160482516.48,0.0,0,no,no,18.59829181494662,no,26066.910059470505
Rural_Town_2_2021-10-28_1,Rural_Town_2_2021-10-28,Rural_Town_2,2021-10-28,1,N2,Sample,1.6,0.35199999999999998,32,25387,40.8,10:00:00.0,2021-11-01T00:00:00Z,1,2021-11-02,110221imci1027_1029,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0811,12800.0,3929560488.96,0.0,0,no,no,7.232669039145907,no,176974.77833869652
Rural_Town_5_2021-10-26_1,Rural_Town_5_2021-10-26,Rural_Town_5,2021-10-26,1,PMMoV,Sample,47.8,6.3E-2,954,24059,28.05,10:00:00.0,2021-10-29T00:00:00Z,3,2021-11-02,110221imci1027_1029,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83537,369,upstream,manhole 500ft upstream wwtp,not institution specific,Rural_Town_5 Wastewater Treatment,ID,0.08,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.025963200000000002,3.824e7,3758281073980.416,1632.0,0,no,no,9.98797153024911,no,3.828605226215163e8
Rural_Town_5_2021-10-26_2,Rural_Town_5_2021-10-26,Rural_Town_5,2021-10-26,2,PMMoV,Sample,24.8,9.6000000000000002E-2,415,22154,45.9,10:00:00.0,2021-11-01T00:00:00Z,1,2021-11-02,110221imci1027_1029,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83537,369,upstream,manhole 500ft upstream wwtp,not institution specific,Rural_Town_5 Wastewater Treatment,ID,0.08,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.025963200000000002,1.984e7,1949903151353.8562,0.0,0,no,no,11.365622775800713,no,1.745614859068052e8
Small_City_2021-10-28_1,Small_City_2021-10-28,Small_City,2021-10-28,1,PMMoV,Sample,27.5,8.5999999999999993E-2,520,24929,38.25,10:00:00.0,2021-11-01T00:00:00Z,1,2021-11-02,110221imci1027_1029,25,100,40,20,100,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.48,2.2e7,123253014720000,0.0,0,no,no,27.897437722419934,no,7.886028895879415e7
Small_City_2021-10-28_2,Small_City_2021-10-28,Small_City,2021-10-28,2,PMMoV,Sample,79.1,5.2999999999999999E-2,1355,22616,40.8,10:00:00.0,2021-11-01T00:00:00Z,1,2021-11-02,110221imci1027_1029,25,100,40,20,100,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.48,6.327999999999999e7,354520489612799.94,0.0,0,no,no,18.59829181494662,no,3.402463012713064e8
Rural_Town_2_2021-10-28_1,Rural_Town_2_2021-10-28,Rural_Town_2,2021-10-28,1,PMMoV,Sample,30.9,7.9000000000000001E-2,602,24843,40.8,10:00:00.0,2021-11-01T00:00:00Z,1,2021-11-02,110221imci1027_1029,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0811,2.472e7,7588963694304,0.0,0,no,no,7.232669039145907,no,3.417825406666076e8
Rural_Town_2_2021-10-31_1,Rural_Town_2_2021-10-31,Rural_Town_2,2021-10-31,1,BCoV,Sample,2.3,0.29199999999999998,46,25374,31.88,10:00:00.0,2021-11-02T00:00:00Z,1,2021-11-03,110321imci1025_1101,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0792,18400.0,5516405199.360001,0.0,0,no,no,7.921494661921709,no,232279.39656953915
Rural_Town_2_2021-10-31_2,Rural_Town_2_2021-10-31,Rural_Town_2,2021-10-31,2,BCoV,Sample,2.1,0.314,40,24882,29.32,10:00:00.0,2021-11-02T00:00:00Z,1,2021-11-03,110321imci1025_1101,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0792,16800.0,5036717790.72,0.0,0,no,no,7.232669039145907,no,232279.39656953915
Rural_Town_1_2021-10-31_2,Rural_Town_1_2021-10-31,Rural_Town_1,2021-10-31,2,N1,Sample,0.241,0.95699999999999996,5,24865,44.02,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1025_1101,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83832,1051,wwtp,NA,not institution specific,Rural_Town_1 Wastewater Treatment,ID,0.15,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.09,1928.0,656844690.24,0.0,0,no,no,1.4913074733096086,no,129282.52788281509
Rural_Town_2_2021-10-31_1,Rural_Town_2_2021-10-31,Rural_Town_2,2021-10-31,1,N1,Sample,0.754,0.52200000000000002,15,25406,44.02,10:00:00.0,2021-11-02T00:00:00Z,1,2021-11-03,110321imci1025_1101,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0792,6032.0,1808421530.5728002,0.0,0,no,no,7.921494661921709,no,76147.24565801414
Rural_Town_2_2021-10-31_2,Rural_Town_2_2021-10-31,Rural_Town_2,2021-10-31,2,N1,Sample,0.515,0.64900000000000002,10,24910,44.02,10:00:00.0,2021-11-02T00:00:00Z,1,2021-11-03,110321imci1025_1101,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0792,4120.0,1235195077.2480001,0.0,0,no,no,7.232669039145907,no,56963.756777767936
Rural_Town_1_2021-10-31_2,Rural_Town_1_2021-10-31,Rural_Town_1,2021-10-31,2,N2,Sample,0.0,-,0,24878,32.13,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1025_1101,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83832,1051,wwtp,NA,not institution specific,Rural_Town_1 Wastewater Treatment,ID,0.15,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.09,0.0,0,0.0,0,no,no,1.4913074733096086,no,0.0
Rural_Town_2_2021-10-31_1,Rural_Town_2_2021-10-31,Rural_Town_2,2021-10-31,1,N2,Sample,0.302,0.86199999999999999,6,25414,33.41,10:00:00.0,2021-11-02T00:00:00Z,1,2021-11-03,110321imci1025_1101,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0792,2416.0,724327987.0464001,0.0,0,no,no,7.921494661921709,no,30499.29468000036
Rural_Town_2_2021-10-31_2,Rural_Town_2_2021-10-31,Rural_Town_2,2021-10-31,2,N2,Sample,0.103,1.6859999999999999,2,24925,32.13,10:00:00.0,2021-11-02T00:00:00Z,1,2021-11-03,110321imci1025_1101,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0792,824.0,247039015.4496,0.0,0,no,no,7.232669039145907,no,11392.751355553588
Rural_Town_1_2021-10-31_2,Rural_Town_1_2021-10-31,Rural_Town_1,2021-10-31,2,PMMoV,Sample,32.1,7.8E-2,620,24764,28.05,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1025_1101,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83832,1051,wwtp,NA,not institution specific,Rural_Town_1 Wastewater Treatment,ID,0.15,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.09,2.568e7,8748844214400,864.0000000000001,0,no,no,1.4913074733096086,no,1.7219788983561678e9
Rural_Town_2_2021-10-31_1,Rural_Town_2_2021-10-31,Rural_Town_2,2021-10-31,1,PMMoV,Sample,33.4,7.8E-2,628,24830,42.08,10:00:00.0,2021-11-02T00:00:00Z,1,2021-11-03,110321imci1025_1101,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0792,2.672e7,8010779724288.001,0.0,0,no,no,7.921494661921709,no,3.373100802357656e8
Rural_Town_2_2021-10-31_2,Rural_Town_2_2021-10-31,Rural_Town_2,2021-10-31,2,PMMoV,Sample,25.7,8.8999999999999996E-2,485,24870,32.51,10:00:00.0,2021-11-02T00:00:00Z,1,2021-11-03,110321imci1025_1101,25,100,40,20,100,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83855,863,wwtp,NA,not institution specific,Rural_Town_2 Wastewater Treatment,ID,0.4,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.0792,2.056e7,6163983201024,0.0,0,no,no,7.232669039145907,no,2.842657377065313e8
Small_City_2021-10-31_1,Small_City_2021-10-31,Small_City,2021-10-31,1,BCoV,Sample,37.2,7.1999999999999995E-2,733,24602,11.36,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.63,297600.0,1836257936256,2952.0,2040,no,yes,128.12156583629894,yes,297600.0
Small_City_2021-10-31_2,Small_City_2021-10-31,Small_City,2021-10-31,2,BCoV,Sample,24.3,8.8999999999999996E-2,479,24954,11.36,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.63,194400.0,1199491071264,2952.0,2040,no,yes,83.6923131672598,yes,232279.39656953912
Rural_Town_5_2021-10-31_1,Rural_Town_5_2021-10-31,Rural_Town_5,2021-10-31,1,N1,Sample,0.258,0.95699999999999996,5,24850,38.19,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83537,369,upstream,manhole 500ft upstream wwtp,not institution specific,Rural_Town_5 Wastewater Treatment,ID,0.08,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.026568,2064.0,207578184.897024,0.0,0,no,no,4.132953736654804,no,49940.07026245092
Rural_Town_5_2021-10-31_2,Rural_Town_5_2021-10-31,Rural_Town_5,2021-10-31,2,N1,Sample,0.253,0.95699999999999996,5,25414,38.19,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83537,369,upstream,manhole 500ft upstream wwtp,not institution specific,Rural_Town_5 Wastewater Treatment,ID,0.08,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.026568,2024.0,203555351.856384,0.0,0,no,no,3.3063629893238438,no,61215.29930426396
Small_City_2021-10-31_1,Small_City_2021-10-31,Small_City,2021-10-31,1,N1,Sample,0.752,0.52200000000000002,15,25276,38.19,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.63,6016.0,37120052904.96,0.0,0,no,no,128.12156583629894,yes,6016.0
Small_City_2021-10-31_2,Small_City_2021-10-31,Small_City,2021-10-31,2,N1,Sample,0.251,0.95699999999999996,5,25417,38.19,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.63,2008.0,12389804892.48,0.0,0,no,no,83.6923131672598,yes,2399.2645489281613
Rural_Town_5_2021-10-31_1,Rural_Town_5_2021-10-31,Rural_Town_5,2021-10-31,1,N2,Sample,0.052,2.7450000000000001,1,24866,24.48,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83537,369,upstream,manhole 500ft upstream wwtp,not institution specific,Rural_Town_5 Wastewater Treatment,ID,0.08,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.026568,416.00000000000006,41837463.62265601,0.0,0,no,no,4.132953736654804,no,10065.440518013365
Rural_Town_5_2021-10-31_2,Rural_Town_5_2021-10-31,Rural_Town_5,2021-10-31,2,N2,Sample,0.202,1.091,4,25420,25.75,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr time-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83537,369,upstream,manhole 500ft upstream wwtp,not institution specific,Rural_Town_5 Wastewater Treatment,ID,0.08,raw wastewater,4,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,0.026568,1616.0000000000002,162522454.84185603,0.0,0,no,no,3.3063629893238438,no,48875.456361507204
Small_City_2021-10-31_1,Small_City_2021-10-31,Small_City,2021-10-31,1,N2,Sample,0.351,0.79,7,25317,25.75,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.63,2807.9999999999995,17325982140.479996,0.0,0,no,no,128.12156583629894,yes,2807.9999999999995
Small_City_2021-10-31_2,Small_City_2021-10-31,Small_City,2021-10-31,2,N2,Sample,0.503,0.64900000000000002,10,25414,23.2,10:00:00.0,2021-11-02T00:00:00Z,2,2021-11-03,110321imci1101_1103,25,100,40,20,1,24-hr flow-weighted composite,GT Digital SARS-CoV-2 Wastewater Surveillance for QIAcuity v1.0,ID,16057,NA,83843,24000,wwtp,NA,not institution specific,Small_City Water Reclamation and Reuse,ID,4,raw wastewater,18,membrane filtration with no amendment,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,sars-cov-2,qiagen dpcr,dna,[double stranded DNA fragment containing SARS CoV-2 N1 and N2 nucleocapsid gene sequences],none,1,UIDAHO,copies/L wastewater,not tested,NA,1.63,4024.0,24828971557.44,0.0,0,no,no,83.6923131672598,yes,4808.087920760419
